"t","x","y"
2.6011,0.0,0.01799961
2.6011,0.0,0.02399948
2.6011,0.0,0.02999935
2.6011,0.0,0.03599922
2.6011,0.0,0.04199909
2.6011,0.0,0.04799896
2.6011,0.0,0.06076089
2.6011,0.0,0.07352282
2.6011,0.0,0.08628475
2.6011,0.0,0.09904668
2.6011,0.0,0.111808605
2.6011,0.0,0.12457053
2.6011,0.0,0.13733247
2.6011,0.0,0.15009439
2.6011,0.0,0.16285633
2.6011,0.0,0.17561826
2.6011,0.0,0.18838018
2.6011,0.0,0.20114212
2.6011,0.0,0.21390404
2.6011,0.0,0.22666597
2.6011,0.0,0.23942791
2.6011,0.0,0.25218984
2.6011,0.0,0.26495177
2.6011,0.0,0.2777137
2.6011,0.0,0.2904756
2.6011,0.0,0.30323756
2.6011,0.0,0.31599948
2.6011,0.0,0.3287614
2.6011,0.0,0.34152335
2.6011,0.0,0.35428527
2.6011,0.0,0.3670472
2.6011,0.0,0.37980914
2.6011,0.0,0.39257106
2.6011,0.0,0.40533298
2.6011,0.0,0.4180949
2.6011,0.0,0.43085685
2.6011,0.0,0.44361877
2.6011,0.0,0.4563807
2.6011,0.0,0.46914265
2.6011,0.0,0.48190457
2.6011,0.0,0.4946665
2.6011,0.0,0.5074284
2.6011,0.0,0.52019036
2.6011,0.0,0.5329523
2.6011,0.0,0.5457142
2.6011,0.0,0.55847615
2.6011,0.0,0.57123804
2.6011,0.0,0.584
2.7005,0.0,0.0
2.7005,0.0,0.00599987
2.7005,0.0,0.01199974
2.7005,0.0,0.01799961
2.7005,0.0,0.02399948
2.7005,0.0,0.02999935
2.7005,0.0,0.03599922
2.7005,0.0,0.04199909
2.7005,0.0,0.04799896
2.7005,0.0,0.06076089
2.7005,0.0,0.07352282
2.7005,0.0,0.08628475
2.7005,0.0,0.09904668
2.7005,0.0,0.111808605
2.7005,0.0,0.12457053
2.7005,0.0,0.13733247
2.7005,0.0,0.15009439
2.7005,0.0,0.16285633
2.7005,0.0,0.17561826
2.7005,0.0,0.18838018
2.7005,0.0,0.20114212
2.7005,0.0,0.21390404
2.7005,0.0,0.22666597
2.7005,0.0,0.23942791
2.7005,0.0,0.25218984
2.7005,0.0,0.26495177
2.7005,0.0,0.2777137
2.7005,0.0,0.2904756
2.7005,0.0,0.30323756
2.7005,0.0,0.31599948
2.7005,0.0,0.3287614
2.7005,0.0,0.34152335
2.7005,0.0,0.35428527
2.7005,0.0,0.3670472
2.7005,0.0,0.37980914
2.7005,0.0,0.39257106
2.7005,0.0,0.40533298
2.7005,0.0,0.4180949
2.7005,0.0,0.43085685
2.7005,0.0,0.44361877
2.7005,0.0,0.4563807
2.7005,0.0,0.46914265
2.7005,0.0,0.48190457
2.7005,0.0,0.4946665
2.7005,0.0,0.5074284
2.7005,0.0,0.52019036
2.7005,0.0,0.5329523
2.7005,0.0,0.5457142
2.7005,0.0,0.55847615
2.7005,0.0,0.57123804
2.7005,0.0,0.584
2.7987,0.0,0.0
2.7987,0.0,0.00599987
2.7987,0.0,0.01199974
2.7987,0.0,0.01799961
2.7987,0.0,0.02399948
2.7987,0.0,0.02999935
2.7987,0.0,0.03599922
2.7987,0.0,0.04199909
2.7987,0.0,0.04799896
2.7987,0.0,0.06076089
2.7987,0.0,0.07352282
2.7987,0.0,0.08628475
2.7987,0.0,0.09904668
2.7987,0.0,0.111808605
2.7987,0.0,0.12457053
2.7987,0.0,0.13733247
2.7987,0.0,0.15009439
2.7987,0.0,0.16285633
2.7987,0.0,0.17561826
2.7987,0.0,0.18838018
2.7987,0.0,0.20114212
2.7987,0.0,0.21390404
2.7987,0.0,0.22666597
2.7987,0.0,0.23942791
2.7987,0.0,0.25218984
2.7987,0.0,0.26495177
2.7987,0.0,0.2777137
2.7987,0.0,0.2904756
2.7987,0.0,0.30323756
2.7987,0.0,0.31599948
2.7987,0.0,0.3287614
2.7987,0.0,0.34152335
2.7987,0.0,0.35428527
2.7987,0.0,0.3670472
2.7987,0.0,0.37980914
2.7987,0.0,0.39257106
2.7987,0.0,0.40533298
2.7987,0.0,0.4180949
2.7987,0.0,0.43085685
2.7987,0.0,0.44361877
2.7987,0.0,0.4563807
2.7987,0.0,0.46914265
2.7987,0.0,0.48190457
2.7987,0.0,0.4946665
2.7987,0.0,0.5074284
2.7987,0.0,0.52019036
2.7987,0.0,0.5329523
2.7987,0.0,0.5457142
2.7987,0.0,0.55847615
