Time,x,y,Ux,Uy,p,,
0.1,0.35,0.05,-0.0075555,0.00057923,0.012126,,0.1
0.1,0.4,0.05,-0.0081039,0.00039622,0.015778,,0.1
0.1,0.45,0.05,-0.0084411,0.00020397,0.019658,,0.1
0.1,0.5,0.05,-0.0085592,6.77E-06,0.023659,,0.1
0.1,0.55,0.05,-0.008455,-0.0001911,0.027671,,0.1
0.1,0.6,0.05,-0.0081304,-0.00038531,0.031582,,0.1
0.1,0.65,0.05,-0.0075918,-0.00057138,0.035282,,0.1
0.1,0.7,0.05,-0.0068509,-0.00074465,0.038666,,0.1
0.1,0.75,0.05,-0.0059245,-0.00090032,0.041634,,0.1
0.1,0.8,0.05,-0.0048352,-0.0010335,0.044096,,0.1
0.1,0.85,0.05,-0.0036087,-0.0011372,0.045979,,0.1
0.1,0.9,0.05,-0.0022862,-0.0011843,0.047216,,0.1
0.1,0.95,0.05,-0.0010345,-0.0010163,0.047738,,0.1
0.1,1,0.05,0,0,0.047813,,0.1
0.1,0,0.1,0,0,-0.00057107,,0.1
0.1,0.05,0.1,-0.001268,0.0022775,-0.0005082,,0.1
0.1,0.1,0.1,-0.0027843,0.0026375,-4.84E-06,,0.1
0.1,0.15,0.1,-0.0043789,0.002536,0.0012138,,0.1
0.1,0.2,0.1,-0.0058586,0.0023113,0.0030771,,0.1
0.1,0.25,0.1,-0.0071763,0.0020211,0.0055234,,0.1
0.1,0.3,0.1,-0.0083007,0.0016804,0.0084837,,0.1
0.1,0.35,0.1,-0.0092048,0.0012994,0.011874,,0.1
0.1,0.4,0.1,-0.0098679,0.00088831,0.015601,,0.1
0.1,0.45,0.1,-0.010275,0.00045681,0.019561,,0.1
0.1,0.5,0.1,-0.010418,1.44E-05,0.023645,,0.1
0.1,0.55,0.1,-0.010292,-0.00042939,0.027741,,0.1
0.1,0.6,0.1,-0.0098992,-0.0008651,0.031735,,0.1
0.1,0.65,0.1,-0.0092478,-0.0012828,0.035516,,0.1
0.1,0.7,0.1,-0.0083508,-0.0016721,0.038974,,0.1
0.1,0.75,0.1,-0.0072285,-0.0020223,0.042008,,0.1
0.1,0.8,0.1,-0.0059072,-0.0023218,0.044528,,0.1
0.1,0.85,0.1,-0.0044185,-0.0025549,0.046456,,0.1
0.1,0.9,0.1,-0.0028109,-0.0026623,0.047724,,0.1
0.1,0.95,0.1,-0.0012803,-0.0023012,0.048255,,0.1
0.1,1,0.1,0,0,0.048327,,0.1
0.1,0,0.15,0,0,-0.0017972,,0.1
0.1,0.05,0.15,-0.0013695,0.0037433,-0.0017356,,0.1
0.1,0.1,0.15,-0.0030077,0.0043154,-0.0012111,,0.1
0.1,0.15,0.15,-0.0047277,0.004145,7.02E-05,,0.1
0.1,0.2,0.15,-0.0063201,0.0037755,0.0020293,,0.1
0.1,0.25,0.15,-0.0077351,0.0032992,0.0045999,,0.1
0.1,0.3,0.15,-0.0089401,0.0027411,0.0077087,,0.1
0.1,0.35,0.15,-0.0099075,0.0021183,0.011268,,0.1
0.1,0.4,0.15,-0.010616,0.0014474,0.015179,,0.1
0.1,0.45,0.15,-0.011051,0.00074416,0.019333,,0.1
0.1,0.5,0.15,-0.011204,2.36E-05,0.023618,,0.1
0.1,0.55,0.15,-0.011071,-0.00069922,0.027917,,0.1
0.1,0.6,0.15,-0.010654,-0.0014094,0.032112,,0.1
0.1,0.65,0.15,-0.0099595,-0.002091,0.036086,,0.1
0.1,0.7,0.15,-0.0090011,-0.0027275,0.039725,,0.1
0.1,0.75,0.15,-0.0077986,-0.0033011,0.042921,,0.1
0.1,0.8,0.15,-0.0063795,-0.0037928,0.045578,,0.1
0.1,0.85,0.15,-0.0047765,-0.0041761,0.047613,,0.1
0.1,0.9,0.15,-0.0030409,-0.0043557,0.048951,,0.1
0.1,0.95,0.15,-0.0013854,-0.0037819,0.049507,,0.1
0.1,1,0.15,0,0,0.049578,,0.1
0.1,0,0.2,0,0,-0.0037566,,0.1
0.1,0.05,0.2,-0.0014862,0.0053179,-0.0036922,,0.1
0.1,0.1,0.2,-0.0032642,0.0061165,-0.0031286,,0.1
0.1,0.15,0.2,-0.005128,0.0058684,-0.0017464,,0.1
0.1,0.2,0.2,-0.0068488,0.0053397,0.00036615,,0.1
0.1,0.25,0.2,-0.008373,0.0046613,0.0031355,,0.1
0.1,0.3,0.2,-0.0096671,0.0038688,0.0064815,,0.1
0.1,0.35,0.2,-0.010703,0.0029874,0.010309,,0.1
0.1,0.4,0.2,-0.011461,0.0020404,0.014511,,0.1
0.1,0.45,0.2,-0.011926,0.0010495,0.018974,,0.1
0.1,0.5,0.2,-0.012091,3.51E-05,0.023577,,0.1
0.1,0.55,0.2,-0.011952,-0.00098263,0.028197,,0.1
0.1,0.6,0.2,-0.011509,-0.0019836,0.03271,,0.1
0.1,0.65,0.2,-0.01077,-0.0029465,0.036989,,0.1
0.1,0.7,0.2,-0.0097455,-0.0038482,0.040914,,0.1
0.1,0.75,0.2,-0.0084551,-0.0046637,0.044368,,0.1
0.1,0.8,0.2,-0.0069259,-0.0053653,0.047244,,0.1
0.1,0.85,0.2,-0.0051916,-0.0059145,0.04945,,0.1
0.1,0.9,0.2,-0.0033077,-0.0061764,0.050902,,0.1
0.1,0.95,0.2,-0.0015072,-0.0053756,0.051504,,0.1
0.1,1,0.2,0,0,0.05158,,0.1
0.1,0,0.25,0,0,-0.0064999,,0.1
0.1,0.05,0.25,-0.0016451,0.0070402,-0.0064293,,0.1
0.1,0.1,0.25,-0.003611,0.0080843,-0.0058075,,0.1
0.1,0.15,0.25,-0.0056668,0.0077462,-0.0042817,,0.1
0.1,0.2,0.25,-0.0075575,0.0070381,-0.0019523,,0.1
0.1,0.25,0.25,-0.0092246,0.0061345,0.0010966,,0.1
0.1,0.3,0.25,-0.010634,0.0050843,0.0047744,,0.1
0.1,0.35,0.25,-0.011758,0.0039216,0.0089753,,0.1
0.1,0.4,0.25,-0.012577,0.002677,0.013583,,0.1
0.1,0.45,0.25,-0.013081,0.001378,0.018473,,0.1
0.1,0.5,0.25,-0.013261,5.00E-05,0.023517,,0.1
0.1,0.55,0.25,-0.013114,-0.0012828,0.028582,,0.1
0.1,0.6,0.25,-0.012641,-0.0025958,0.033535,,0.1
0.1,0.65,0.25,-0.011846,-0.0038628,0.038241,,0.1
0.1,0.7,0.25,-0.010738,-0.0050542,0.042565,,0.1
0.1,0.75,0.25,-0.0093341,-0.0061371,0.046381,,0.1
0.1,0.8,0.25,-0.0076608,-0.0070741,0.049566,,0.1
0.1,0.85,0.25,-0.0057525,-0.007812,0.052016,,0.1
0.1,0.9,0.25,-0.0036698,-0.0081703,0.053632,,0.1
0.1,0.95,0.25,-0.0016735,-0.0071236,0.054303,,0.1
0.1,1,0.25,0,0,0.054387,,0.1
0.1,0,0.3,0,0,-0.01011,,0.1
0.1,0.05,0.3,-0.0018558,0.0089639,-0.01003,,0.1
0.1,0.1,0.3,-0.0040686,0.010277,-0.0093284,,0.1
0.1,0.15,0.3,-0.006374,0.0098307,-0.0076096,,0.1
0.1,0.2,0.3,-0.0084827,0.008914,-0.004991,,0.1
0.1,0.25,0.3,-0.01033,0.0077529,-0.0015716,,0.1
0.1,0.3,0.3,-0.011882,0.0064128,0.0025433,,0.1
0.1,0.35,0.3,-0.013113,0.0049385,0.0072337,,0.1
0.1,0.4,0.3,-0.014007,0.0033685,0.01237,,0.1
0.1,0.45,0.3,-0.014556,0.0017358,0.017816,,0.1
0.1,0.5,0.3,-0.014754,6.96E-05,0.023432,,0.1
0.1,0.55,0.3,-0.0146,-0.0016031,0.029076,,0.1
0.1,0.6,0.3,-0.014091,-0.0032548,0.034603,,0.1
0.1,0.65,0.3,-0.01323,-0.0048554,0.039866,,0.1
0.1,0.7,0.3,-0.012022,-0.0063693,0.044717,,0.1
0.1,0.75,0.3,-0.010479,-0.0077551,0.049011,,0.1
0.1,0.8,0.3,-0.0086237,-0.0089634,0.05261,,0.1
0.1,0.85,0.3,-0.0064917,-0.0099227,0.055388,,0.1
0.1,0.9,0.3,-0.0041497,-0.010399,0.057226,,0.1
0.1,0.95,0.3,-0.001895,-0.0090824,0.057993,,0.1
0.1,1,0.3,0,0,0.058091,,0.1
0.1,0,0.35,0,0,-0.014698,,0.1
0.1,0.05,0.35,-0.0021293,0.01115,-0.014605,,0.1
0.1,0.1,0.35,-0.0046598,0.012762,-0.013798,,0.1
0.1,0.15,0.35,-0.007282,0.012178,-0.011827,,0.1
0.1,0.2,0.35,-0.0096619,0.011012,-0.0088335,,0.1
0.1,0.25,0.35,-0.011728,0.0095488,-0.0049384,,0.1
0.1,0.3,0.35,-0.013448,0.0078766,-0.00026692,,0.1
0.1,0.35,0.35,-0.014802,0.0060526,0.005042,,0.1
0.1,0.4,0.35,-0.01578,0.0041237,0.010842,,0.1
0.1,0.45,0.35,-0.01638,0.0021277,0.016984,,0.1
0.1,0.5,0.35,-0.0166,9.56E-05,0.023315,,0.1
0.1,0.55,0.35,-0.016439,-0.0019451,0.029682,,0.1
0.1,0.6,0.35,-0.015893,-0.0039664,0.035928,,0.1
0.1,0.65,0.35,-0.01496,-0.0059361,0.041894,,0.1
0.1,0.7,0.35,-0.013638,-0.0078139,0.047414,,0.1
0.1,0.75,0.35,-0.011931,-0.0095492,0.052323,,0.1
0.1,0.8,0.35,-0.0098561,-0.011078,0.056458,,0.1
0.1,0.85,0.35,-0.0074455,-0.012306,0.059665,,0.1
0.1,0.9,0.35,-0.0047732,-0.012932,0.061798,,0.1
0.1,0.95,0.35,-0.0021843,-0.011318,0.062695,,0.1
0.1,1,0.35,0,0,0.062812,,0.1
0.1,0,0.4,0,0,-0.02041,,0.1
0.1,0.05,0.4,-0.0024821,0.013675,-0.020299,,0.1
0.1,0.1,0.4,-0.0054175,0.015616,-0.019353,,0.1
0.1,0.15,0.4,-0.0084358,0.014854,-0.017056,,0.1
0.1,0.2,0.4,-0.011145,0.013378,-0.013584,,0.1
0.1,0.25,0.4,-0.013468,0.011553,-0.0090886,,0.1
0.1,0.3,0.4,-0.015378,0.0094942,-0.0037224,,0.1
0.1,0.35,0.4,-0.016865,0.0072739,0.0023508,,0.1
0.1,0.4,0.4,-0.017932,0.0049478,0.0089647,,0.1
0.1,0.45,0.4,-0.018584,0.0025566,0.015954,,0.1
0.1,0.5,0.4,-0.018827,0.00013008,0.023154,,0.1
0.1,0.55,0.4,-0.018662,-0.0023075,0.030401,,0.1
0.1,0.6,0.4,-0.018082,-0.0047315,0.037527,,0.1
0.1,0.65,0.4,-0.017078,-0.0071112,0.044357,,0.1
0.1,0.7,0.4,-0.015635,-0.0094035,0.050709,,0.1
0.1,0.75,0.4,-0.013746,-0.011549,0.056393,,0.1
0.1,0.8,0.4,-0.011415,-0.013466,0.061212,,0.1
0.1,0.85,0.4,-0.0086652,-0.015029,0.064977,,0.1
0.1,0.9,0.4,-0.0055781,-0.015853,0.067498,,0.1
0.1,0.95,0.4,-0.0025604,-0.013911,0.068568,,0.1
0.1,1,0.4,0,0,0.068713,,0.1
0.1,0,0.45,0,0,-0.027435,,0.1
0.1,0.05,0.45,-0.0029394,0.016633,-0.027299,,0.1
0.1,0.1,0.45,-0.0063908,0.018935,-0.02617,,0.1
0.1,0.15,0.45,-0.0099003,0.01793,-0.023451,,0.1
0.1,0.2,0.45,-0.013002,0.016061,-0.01937,,0.1
0.1,0.25,0.45,-0.015616,0.013793,-0.014122,,0.1
0.1,0.3,0.45,-0.017728,0.011277,-0.0078989,,0.1
0.1,0.35,0.45,-0.019349,0.0086048,-0.00089534,,0.1
0.1,0.4,0.45,-0.020498,0.00584,0.0066985,,0.1
0.1,0.45,0.45,-0.021198,0.0030223,0.014701,,0.1
0.1,0.5,0.45,-0.021464,0.00017556,0.022936,,0.1
0.1,0.55,0.45,-0.0213,-0.0026851,0.031232,,0.1
0.1,0.6,0.45,-0.020697,-0.0055442,0.03941,,0.1
0.1,0.65,0.45,-0.019632,-0.0083779,0.047287,,0.1
0.1,0.7,0.45,-0.018076,-0.011145,0.054659,,0.1
0.1,0.75,0.45,-0.015997,-0.013777,0.061307,,0.1
0.1,0.8,0.45,-0.013378,-0.016174,0.066996,,0.1
0.1,0.85,0.45,-0.010225,-0.018168,0.071484,,0.1
0.1,0.9,0.45,-0.0066214,-0.019267,0.074517,,0.1
0.1,0.95,0.45,-0.0030528,-0.016967,0.075822,,0.1
0.1,1,0.45,0,0,0.076007,,0.1
0.1,0,0.5,0,0,-0.036021,,0.1
0.1,0.05,0.5,-0.0035415,0.020152,-0.035848,,0.1
0.1,0.1,0.5,-0.0076555,0.022843,-0.034473,,0.1
0.1,0.15,0.5,-0.011772,0.021492,-0.031203,,0.1
0.1,0.2,0.5,-0.01533,0.019107,-0.026342,,0.1
0.1,0.25,0.5,-0.018257,0.016284,-0.020152,,0.1
0.1,0.3,0.5,-0.020567,0.013222,-0.012878,,0.1
0.1,0.35,0.5,-0.022302,0.010035,-0.004754,,0.1
0.1,0.4,0.5,-0.023514,0.0067893,0.0040035,,0.1
0.1,0.45,0.5,-0.024248,0.0035194,0.013197,,0.1
0.1,0.5,0.5,-0.024534,0.00023485,0.022643,,0.1
0.1,0.55,0.5,-0.024382,-0.0030664,0.032165,,0.1
0.1,0.6,0.5,-0.023775,-0.006387,0.041585,,0.1
0.1,0.65,0.5,-0.022678,-0.0097182,0.050708,,0.1
0.1,0.7,0.5,-0.021035,-0.013027,0.059317,,0.1
0.1,0.75,0.5,-0.01878,-0.016245,0.06716,,0.1
0.1,0.8,0.5,-0.015857,-0.019247,0.073953,,0.1
0.1,0.85,0.5,-0.012237,-0.021814,0.079381,,0.1
0.1,0.9,0.5,-0.0079919,-0.023307,0.0831,,0.1
0.1,0.95,0.5,-0.0037092,-0.020628,0.084732,,0.1
0.1,1,0.5,0,0,0.084977,,0.1
0.1,0,0.55,0,0,-0.046498,,0.1
0.1,0.05,0.55,-0.0043549,0.024409,-0.046269,,0.1
0.1,0.1,0.55,-0.0093314,0.027495,-0.044552,,0.1
0.1,0.15,0.55,-0.014194,0.025634,-0.040546,,0.1
0.1,0.2,0.55,-0.018268,0.022552,-0.034676,,0.1
0.1,0.25,0.55,-0.021506,0.019022,-0.027303,,0.1
0.1,0.3,0.55,-0.023978,0.015303,-0.018743,,0.1
0.1,0.35,0.55,-0.025781,0.011531,-0.0092792,,0.1
0.1,0.4,0.55,-0.027013,0.0077694,0.00084334,,0.1
0.1,0.45,0.55,-0.027752,0.0040343,0.011415,,0.1
0.1,0.5,0.55,-0.02805,0.00031082,0.022252,,0.1
0.1,0.55,0.55,-0.027922,-0.0034317,0.033185,,0.1
0.1,0.6,0.55,-0.027349,-0.0072256,0.044042,,0.1
0.1,0.65,0.55,-0.026273,-0.01109,0.05463,,0.1
0.1,0.7,0.55,-0.024602,-0.015014,0.064724,,0.1
0.1,0.75,0.55,-0.022222,-0.018936,0.074042,,0.1
0.1,0.8,0.55,-0.01901,-0.022714,0.082239,,0.1
0.1,0.85,0.55,-0.014868,-0.026062,0.088909,,0.1
0.1,0.9,0.55,-0.0098325,-0.028146,0.093566,,0.1
0.1,0.95,0.55,-0.0046101,-0.025094,0.095666,,0.1
0.1,1,0.55,0,0,0.096006,,0.1
0.1,0,0.6,0,0,-0.059321,,0.1
0.1,0.05,0.6,-0.0054953,0.029659,-0.058997,,0.1
0.1,0.1,0.6,-0.011616,0.033098,-0.056781,,0.1
0.1,0.15,0.6,-0.017389,0.030453,-0.051765,,0.1
0.1,0.2,0.6,-0.022013,0.026405,-0.044569,,0.1
0.1,0.25,0.6,-0.025512,0.021963,-0.035699,,0.1
0.1,0.3,0.6,-0.028058,0.017456,-0.025566,,0.1
0.1,0.35,0.6,-0.029837,0.01303,-0.014511,,0.1
0.1,0.4,0.6,-0.031011,0.0087312,-0.0028071,,0.1
0.1,0.45,0.6,-0.031707,0.0045415,0.0093338,,0.1
0.1,0.5,0.6,-0.032,0.00040592,0.02174,,0.1
0.1,0.55,0.6,-0.031918,-0.0037496,0.034262,,0.1
0.1,0.6,0.6,-0.031434,-0.0080023,0.046751,,0.1
0.1,0.65,0.6,-0.030467,-0.012416,0.059035,,0.1
0.1,0.7,0.6,-0.028881,-0.017023,0.070892,,0.1
0.1,0.75,0.6,-0.026486,-0.021788,0.082021,,0.1
0.1,0.8,0.6,-0.02306,-0.026569,0.092017,,0.1
0.1,0.85,0.6,-0.01838,-0.031009,0.10035,,0.1
0.1,0.9,0.6,-0.012382,-0.034009,0.10633,,0.1
0.1,0.95,0.6,-0.0058986,-0.03066,0.10913,,0.1
0.1,1,0.6,0,0,0.10964,,0.1
0.1,0,0.65,0,0,-0.075142,,0.1
0.1,0.05,0.65,-0.0071758,0.036295,-0.074643,,0.1
0.1,0.1,0.65,-0.014847,0.03992,-0.071656,,0.1
0.1,0.15,0.65,-0.021703,0.036033,-0.065206,,0.1
0.1,0.2,0.65,-0.026843,0.03062,-0.056231,,0.1
0.1,0.25,0.65,-0.030463,0.024996,-0.045448,,0.1
0.1,0.3,0.65,-0.032911,0.019553,-0.03339,,0.1
0.1,0.35,0.65,-0.034506,0.01442,-0.020461,,0.1
0.1,0.4,0.65,-0.035501,0.0095941,-0.0069494,,0.1
0.1,0.45,0.65,-0.036077,0.0049995,0.0069438,,0.1
0.1,0.5,0.65,-0.036341,0.00052124,0.021078,,0.1
0.1,0.55,0.65,-0.03633,-0.0039747,0.035347,,0.1
0.1,0.6,0.65,-0.036015,-0.0086278,0.049648,,0.1
0.1,0.65,0.65,-0.035293,-0.013569,0.063855,,0.1
0.1,0.7,0.65,-0.033974,-0.0189,0.077777,,0.1
0.1,0.75,0.65,-0.031776,-0.024655,0.091119,,0.1
0.1,0.8,0.65,-0.028325,-0.030732,0.10342,,0.1
0.1,0.85,0.65,-0.023181,-0.036723,0.11402,,0.1
0.1,0.9,0.65,-0.016056,-0.041192,0.12192,,0.1
0.1,0.95,0.65,-0.0078458,-0.037787,0.12586,,0.1
0.1,1,0.65,0,0,0.12666,,0.1
0.1,0,0.7,0,0,-0.094961,,0.1
0.1,0.05,0.7,-0.0098108,0.044946,-0.09411,,0.1
0.1,0.1,0.7,-0.019622,0.048303,-0.089839,,0.1
0.1,0.15,0.7,-0.027684,0.042393,-0.081272,,0.1
0.1,0.2,0.7,-0.033149,0.035034,-0.069859,,0.1
0.1,0.25,0.7,-0.036584,0.027894,-0.056611,,0.1
0.1,0.3,0.7,-0.038631,0.021376,-0.042202,,0.1
0.1,0.35,0.7,-0.039791,0.015524,-0.027085,,0.1
0.1,0.4,0.7,-0.040427,0.010237,-0.011545,,0.1
0.1,0.45,0.7,-0.040775,0.0053462,0.0042583,,0.1
0.1,0.5,0.7,-0.04097,0.00065495,0.020243,,0.1
0.1,0.55,0.7,-0.041062,-0.0040464,0.036373,,0.1
0.1,0.6,0.7,-0.041023,-0.0089754,0.052624,,0.1
0.1,0.65,0.7,-0.040734,-0.014353,0.06895,,0.1
0.1,0.7,0.7,-0.039962,-0.020391,0.08524,,0.1
0.1,0.75,0.7,-0.038323,-0.027254,0.10125,,0.1
0.1,0.8,0.7,-0.035239,-0.03497,0.11652,,0.1
0.1,0.85,0.7,-0.02992,-0.043169,0.13023,,0.1
0.1,0.9,0.7,-0.021605,-0.050053,0.14103,,0.1
0.1,0.95,0.7,-0.010995,-0.047228,0.14692,,0.1
0.1,1,0.7,0,0,0.14835,,0.1
0.1,0,0.75,0,0,-0.12045,,0.1
0.1,0.05,0.75,-0.014252,0.056668,-0.11882,,0.1
0.1,0.1,0.75,-0.027025,0.058613,-0.11224,,0.1
0.1,0.15,0.75,-0.036167,0.049359,-0.10041,,0.1
0.1,0.2,0.75,-0.041419,0.039255,-0.08559,,0.1
0.1,0.25,0.75,-0.044079,0.030244,-0.069147,,0.1
0.1,0.3,0.75,-0.045227,0.022574,-0.05188,,0.1
0.1,0.35,0.75,-0.045587,0.016084,-0.034251,,0.1
0.1,0.4,0.75,-0.045619,0.010492,-0.016489,,0.1
0.1,0.45,0.75,-0.045598,0.0054968,0.0013287,,0.1
0.1,0.5,0.75,-0.045671,0.00079982,0.019217,,0.1
0.1,0.55,0.75,-0.045896,-0.0038918,0.037246,,0.1
0.1,0.6,0.75,-0.046257,-0.008881,0.055505,,0.1
0.1,0.65,0.75,-0.046641,-0.014496,0.074078,,0.1
0.1,0.7,0.75,-0.046806,-0.0211,0.09299,,0.1
0.1,0.75,0.75,-0.046295,-0.029079,0.11214,,0.1
0.1,0.8,0.75,-0.04431,-0.038752,0.13118,,0.1
0.1,0.85,0.75,-0.039561,-0.050022,0.14924,,0.1
0.1,0.9,0.75,-0.030384,-0.060878,0.16456,,0.1
0.1,0.95,0.75,-0.016472,-0.060206,0.17405,,0.1
0.1,1,0.75,0,0,0.17686,,0.1
0.1,0,0.8,0,0,-0.15476,,0.1
0.1,0.05,0.8,-0.022223,0.073186,-0.15122,,0.1
0.1,0.1,0.8,-0.038845,0.070947,-0.14007,,0.1
0.1,0.15,0.8,-0.048079,0.056255,-0.12303,,0.1
0.1,0.2,0.8,-0.051838,0.042458,-0.1034,,0.1
0.1,0.25,0.8,-0.052657,0.031334,-0.082823,,0.1
0.1,0.3,0.8,-0.052145,0.022625,-0.062134,,0.1
0.1,0.35,0.8,-0.051209,0.01575,-0.041692,,0.1
0.1,0.4,0.8,-0.050337,0.010148,-0.021584,,0.1
0.1,0.45,0.8,-0.049779,0.0053445,-0.0017384,,0.1
0.1,0.5,0.8,-0.049659,0.00093724,0.018004,,0.1
0.1,0.55,0.8,-0.050032,-0.0034395,0.037854,,0.1
0.1,0.6,0.8,-0.050904,-0.0081614,0.058053,,0.1
0.1,0.65,0.8,-0.052214,-0.01366,0.078859,,0.1
0.1,0.7,0.8,-0.053785,-0.020475,0.10052,,0.1
0.1,0.75,0.8,-0.055197,-0.02931,0.1232,,0.1
0.1,0.8,0.8,-0.055531,-0.041021,0.14687,,0.1
0.1,0.85,0.8,-0.052938,-0.05625,0.17093,,0.1
0.1,0.9,0.8,-0.044364,-0.073437,0.19339,,0.1
0.1,0.95,0.8,-0.0263,-0.078689,0.20998,,0.1
0.1,1,0.8,0,0,0.21613,,0.1
0.1,0,0.85,0,0,-0.20445,,0.1
0.1,0.05,0.85,-0.035817,0.097314,-0.19564,,0.1
0.1,0.1,0.85,-0.055646,0.084184,-0.17469,,0.1
0.1,0.15,0.85,-0.061197,0.061024,-0.14931,,0.1
0.1,0.2,0.85,-0.06063,0.042905,-0.12289,,0.1
0.1,0.25,0.85,-0.057778,0.029952,-0.097054,,0.1
0.1,0.3,0.85,-0.054511,0.020763,-0.072396,,0.1
0.1,0.35,0.85,-0.051661,0.014065,-0.048946,,0.1
0.1,0.4,0.85,-0.049546,0.0089449,-0.026502,,0.1
0.1,0.45,0.85,-0.048266,0.004752,-0.0047541,,0.1
0.1,0.5,0.85,-0.047853,0.0010163,0.016652,,0.1
0.1,0.55,0.85,-0.04833,-0.0026584,0.038091,,0.1
0.1,0.6,0.85,-0.049737,-0.0066749,0.059978,,0.1
0.1,0.65,0.85,-0.052117,-0.011521,0.082785,,0.1
0.1,0.7,0.85,-0.055476,-0.017886,0.10704,,0.1
0.1,0.75,0.85,-0.059657,-0.02683,0.13335,,0.1
0.1,0.8,0.85,-0.063936,-0.04004,0.16231,,0.1
0.1,0.85,0.85,-0.066261,-0.059769,0.19412,,0.1
0.1,0.9,0.85,-0.062488,-0.086921,0.22722,,0.1
0.1,0.95,0.85,-0.041093,-0.10744,0.25833,,0.1
0.1,1,0.85,0,0,0.27294,,0.1
0.1,0,0.9,0,0,-0.28243,,0.1
0.1,0.05,0.9,-0.043816,0.13554,-0.25892,,0.1
0.1,0.1,0.9,-0.055985,0.093497,-0.21585,,0.1
0.1,0.15,0.9,-0.045881,0.058314,-0.17778,,0.1
0.1,0.2,0.9,-0.035276,0.037238,-0.14235,,0.1
0.1,0.25,0.9,-0.026088,0.024272,-0.11029,,0.1
0.1,0.3,0.9,-0.018828,0.016043,-0.081451,,0.1
0.1,0.35,0.9,-0.013519,0.010552,-0.055133,,0.1
0.1,0.4,0.9,-0.0099164,0.0066276,-0.030646,,0.1
0.1,0.45,0.9,-0.0077769,0.0035704,-0.0073529,,0.1
0.1,0.5,0.9,-0.0069374,0.00093543,0.015329,,0.1
0.1,0.55,0.9,-0.0073561,-0.0016228,0.037938,,0.1
0.1,0.6,0.9,-0.0090945,-0.0044457,0.061052,,0.1
0.1,0.65,0.9,-0.012323,-0.0079718,0.085346,,0.1
0.1,0.7,0.9,-0.017338,-0.012907,0.11166,,0.1
0.1,0.75,0.9,-0.024541,-0.020559,0.14116,,0.1
0.1,0.8,0.9,-0.034077,-0.033555,0.17544,,0.1
0.1,0.85,0.9,-0.045197,-0.056983,0.21651,,0.1
0.1,0.9,0.9,-0.056533,-0.098355,0.26509,,0.1
0.1,0.95,0.9,-0.040498,-0.15,0.3299,,0.1
0.1,1,0.9,0,0,0.36863,,0.1
0.1,0,0.95,0,0,-0.45038,,0.1
0.1,0.05,0.95,0.092711,0.12996,-0.37095,,0.1
0.1,0.1,0.95,0.11895,0.075147,-0.25756,,0.1
0.1,0.15,0.95,0.16352,0.040409,-0.19968,,0.1
0.1,0.2,0.95,0.18885,0.023234,-0.15567,,0.1
0.1,0.25,0.95,0.20415,0.014053,-0.11856,,0.1
0.1,0.3,0.95,0.21425,0.0088255,-0.086739,,0.1
0.1,0.35,0.95,0.22095,0.0056366,-0.058619,,0.1
0.1,0.4,0.95,0.22528,0.0035072,-0.032967,,0.1
0.1,0.45,0.95,0.22785,0.0019373,-0.0088647,,0.1
0.1,0.5,0.95,0.22899,0.00063733,0.014426,,0.1
0.1,0.55,0.95,0.22884,-0.00059844,0.037575,,0.1
0.1,0.6,0.95,0.22734,-0.001959,0.061256,,0.1
0.1,0.65,0.95,0.22426,-0.0036946,0.086263,,0.1
0.1,0.7,0.95,0.21906,-0.0062575,0.11371,,0.1
0.1,0.75,0.95,0.21068,-0.010608,0.14539,,0.1
0.1,0.8,0.95,0.19723,-0.018976,0.18456,,0.1
0.1,0.85,0.95,0.17486,-0.036684,0.23757,,0.1
0.1,0.9,0.95,0.13029,-0.074652,0.31531,,0.1
0.1,0.95,0.95,0.10609,-0.13487,0.46568,,0.1
0.1,1,0.95,0,0,0.56933,,0.1
0.1,0,1,0.5,0,-0.57014,,0.1
0.1,0.05,1,1,0,-0.44561,,0.1
0.1,0.1,1,1,0,-0.27728,,0.1
0.1,0.15,1,1,0,-0.20717,,0.1
0.1,0.2,1,1,0,-0.15961,,0.1
0.1,0.25,1,1,0,-0.12075,,0.1
0.1,0.3,1,1,0,-0.088012,,0.1
0.1,0.35,1,1,0,-0.059425,,0.1
0.1,0.4,1,1,0,-0.033507,,0.1
0.1,0.45,1,1,0,-0.0092428,,0.1
0.1,0.5,1,1,0,0.014145,,0.1
0.1,0.55,1,1,0,0.037377,,0.1
0.1,0.6,1,1,0,0.061157,,0.1
0.1,0.65,1,1,0,0.086297,,0.1
0.1,0.7,1,1,0,0.11404,,0.1
0.1,0.75,1,1,0,0.14649,,0.1
0.1,0.8,1,1,0,0.18799,,0.1
0.1,0.85,1,1,0,0.24797,,0.1
0.1,0.9,1,1,0,0.34567,,0.1
0.1,0.95,1,1,0,0.55767,,0.1
0.1,1,1,0.5,0,0.70821,,0.1
0.2,0,0,0,0,-5.75E-09,,
0.2,0.05,0,0,0,-0.00010767,,
0.2,0.1,0,0,0,-3.03E-05,,
0.2,0.15,0,0,0,0.0005957,,
0.2,0.2,0,0,0,0.0017103,,
0.2,0.25,0,0,0,0.0032694,,
0.2,0.3,0,0,0,0.0052242,,
0.2,0.35,0,0,0,0.0075149,,
0.2,0.4,0,0,0,0.010072,,
0.2,0.45,0,0,0,0.01282,,
